id_hagr,kingdom,phylum,class,subclass,infraclass,superorder,order_c,suborder,family,subfamily,genus,species,name_common,synonyms
2063,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Pipistrellus,kuhlii,Kuhl's pipistrelle,NULL
2064,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Pipistrellus,nathusii,Nathusius's pipistrelle,Vespertilio nathusii
2065,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Pipistrellus,pipistrellus,Common pipistrelle,NULL
2066,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,auritus,Brown big-eared bat,NULL
2067,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Plecotus,austriacus,Gray big-eared bat,"Plecotus austriacus austriacus, Vespertilio auritus austriacus"
2068,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Scotorepens,balstoni,Western broad-nosed bat,Nycticeius balstoni
2069,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Chiroptera,Yangochiroptera,Vespertilionidae,Vespertilioninae,Vespertilio,murinus,Particolored bat,NULL
2070,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Tolypeutinae,Cabassous,centralis,Northern naked-tailed armadillo,NULL
2071,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Tolypeutinae,Cabassous,unicinctus,Southern naked-tailed armadillo,NULL
2072,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Euphractinae,Chaetophractus,nationi,Andean hairy armadillo,NULL
2073,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Euphractinae,Chaetophractus,vellerosus,Screaming hairy armadillo,NULL
2074,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Euphractinae,Chaetophractus,villosus,Large hairy armadillo,NULL
2075,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Euphractinae,Chlamyphorus,truncatus,Pink fairy armadillo,NULL
2076,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Dasypodinae,Dasypus,novemcinctus,Nine-banded armadillo,NULL
2077,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Dasypodinae,Dasypus,septemcinctus,Seven-banded armadillo,NULL
2078,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Euphractinae,Euphractus,sexcinctus,Six-banded armadillo,NULL
2079,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Tolypeutinae,Priodontes,maximus,Giant armadillo,Priodontes giganteus
2080,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Tolypeutinae,Tolypeutes,matacus,Southern three-banded armadillo,NULL
2081,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Tolypeutinae,Tolypeutes,tricinctus,Brazilian three-banded armadillo,NULL
2082,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Cingulata,NULL,Dasypodidae,Euphractinae,Zaedyus,pichiy,Pichi,NULL
2083,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Antechinomys,laniger,Kultarr,Sminthopsis laniger
2084,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Antechinus,agilis,Agile antechinus,NULL
2085,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Antechinus,bellus,Fawn antechinus,NULL
2086,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Antechinus,flavipes,Yellow-footed antechinus,NULL
2087,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Antechinus,leo,Cinnamon antechinus,NULL
2088,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Antechinus,minimus,Swamp antechinus,NULL
2089,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Antechinus,stuartii,Brown antechinus,NULL
2090,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Antechinus,swainsonii,Dusky antechinus,NULL
2091,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Dasycercus,cristicauda,Mulgara,NULL
2092,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Dasykaluta,rosamondae,Little red kaluta,NULL
2093,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Dasyuroides,byrnei,Kowari,Dasycercus byrnei
2094,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Dasyurus,geoffroii,Western quoll,NULL
2095,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Dasyurus,hallucatus,Northern quoll,NULL
2096,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Dasyurus,maculatus,Australian tiger cat,NULL
2097,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Dasyurus,viverrinus,Eastern quoll,NULL
2098,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Ningaui,ridei,Wongai ningaui,NULL
2099,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Ningaui,timealeyi,Pilbara ningaui,NULL
2100,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Parantechinus,apicalis,Southern dibbler,Antechinus apicalis
2101,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Phascogale,calura,Red-tailed phascogale,NULL
2102,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Phascogale,tapoatafa,Brush-tailed phascogale,NULL
2103,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Planigale,gilesi,Paucident planigale,NULL
2104,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Planigale,ingrami,Long-tailed planigale,NULL
2105,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Planigale,maculata,Pygmy planigale,NULL
2106,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Planigale,tenuirostris,Narrow-nosed planigale,NULL
2107,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Pseudantechinus,bilarni,Sandstone dibbler,Parantechinus bilarni
2108,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Pseudantechinus,macdonnellensis,Fat-tailed marsupial mouse,NULL
2109,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Pseudantechinus,ningbing,Ningbing pseudantechinus,NULL
2110,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Pseudantechinus,woolleyae,Woolley's pseudantechinus,NULL
2111,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Dasyurinae,Sarcophilus,harrisii,Tasmanian devil,Sarcophilus laniarius
2112,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Sminthopsis,crassicaudata,Fat-tailed dunnart,NULL
2113,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Sminthopsis,dolichura,Little long-tailed dunnart,NULL
2114,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Sminthopsis,douglasi,Julia Creek dunnart,NULL
2115,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Sminthopsis,griseoventer,Gray-bellied dunnart,NULL
2116,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Sminthopsis,macroura,Stripe-faced dunnart,NULL
2117,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Sminthopsis,ooldea,Ooldea dunnart,NULL
2118,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Sminthopsis,virginiae,Red-cheeked dunnart,NULL
2119,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Dasyuridae,Sminthopsinae,Sminthopsis,youngsoni,Lesser hairy-footed dunnart,NULL
2120,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Dasyuromorphia,NULL,Myrmecobiidae,NULL,Myrmecobius,fasciatus,Numbat,NULL
2121,Animalia,Chordata,Mammalia,Theria,Eutheria,NULL,Dermoptera,NULL,Cynocephalidae,NULL,Cynocephalus,volans,Philippine flying lemur,NULL
2122,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Caluromyinae,Caluromys,derbianus,Central American woolly opossum,NULL
2123,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Caluromyinae,Caluromys,philander,Bare-tailed woolly opossum,NULL
2124,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Caluromyinae,Caluromysiops,irrupta,Black-shouldered opossum,NULL
2125,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Chironectes,minimus,Water opossum (yapok),NULL
2126,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Didelphis,albiventris,White-eared opossum,NULL
2127,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Didelphis,aurita,Big-eared opossum,NULL
2128,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Didelphis,marsupialis,Southern opossum,NULL
2129,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Didelphis,virginiana,Virginia opossum,NULL
2130,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Gracilinanus,agilis,Paraguayan slender mouse opossum,NULL
2131,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Lutreolina,crassicaudata,Lutrine opossum,NULL
2132,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Marmosa,mexicana,Mexican mouse opossum,NULL
2133,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Marmosa,murina,Murine mouse opossum,NULL
2134,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Marmosa,robinsoni,Robinson's mouse opossum,NULL
2135,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Marmosops,noctivagus,Rio Napo mouse opossum,NULL
2136,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Metachirus,nudicaudatus,Brown four-eyed opossum,NULL
2137,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Monodelphis,adusta,Sepia short-tailed opossum,NULL
2138,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Monodelphis,brevicaudata,Short bare-tailed opossum,NULL
2139,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Monodelphis,domestica,Gray short-tailed opossum,NULL
2140,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Philander,andersoni,Black four-eyed opossum,NULL
2141,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Didelphimorphia,NULL,Didelphidae,Didelphinae,Philander,opossum,Gray four-eyed opossum,NULL
2142,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Acrobatidae,NULL,Acrobates,pygmaeus,Pygmy gliding possum,NULL
2143,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Acrobatidae,NULL,Distoechurus,pennatus,Feather-tailed possum,NULL
2144,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Burramyidae,NULL,Burramys,parvus,Mountain pygmy possum,NULL
2145,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Burramyidae,NULL,Cercartetus,caudatus,Long-tailed pygmy possum,NULL
2146,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Burramyidae,NULL,Cercartetus,nanus,Eastern pygmy possum,NULL
2147,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Hypsiprymnodontidae,NULL,Hypsiprymnodon,moschatus,Musky rat kangaroo,NULL
2148,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dendrolagus,bennettianus,Bennett's tree kangaroo,NULL
2149,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dendrolagus,dorianus,Doria's tree kangaroo,NULL
2150,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dendrolagus,goodfellowi,Goodfellow's tree kangaroo,NULL
2151,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dendrolagus,inustus,Grizzled tree kangaroo,NULL
2152,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dendrolagus,matschiei,Matschie's tree kangaroo,NULL
2153,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dendrolagus,ursinus,Black tree kangaroo,NULL
2154,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dorcopsis,luctuosa,Gray dorcopsis,NULL
2155,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dorcopsis,muelleri,Brown dorcopsis,NULL
2156,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Dorcopsulus,macleayi,Papuan mountain wallaby,NULL
2157,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Lagorchestes,conspicillatus,Spectacled hare-wallaby,NULL
2158,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Lagorchestes,hirsutus,Rufous hare-wallaby,NULL
2159,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Sthenurinae,Lagostrophus,fasciatus,Banded hare-wallaby,NULL
2160,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,agilis,Agile wallaby,NULL
2161,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,antilopinus,Antilopine wallaroo,NULL
2162,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,bernardus,Black wallaroo,NULL
2163,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,dorsalis,Black-striped wallaby,NULL
2164,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,eugenii,Tammar wallaby,NULL
2165,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,fuliginosus,Western gray kangaroo,NULL
2166,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,giganteus,Eastern gray kangaroo,NULL
2167,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,parma,Parma wallaby,NULL
2168,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,parryi,Whiptail wallaby,NULL
2169,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,robustus,Wallaroo,NULL
2170,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,rufogriseus,Red-necked wallaby,NULL
2171,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Macropus,rufus,Red kangaroo,NULL
2172,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Onychogalea,fraenata,Ridled nail-tailed wallaby,NULL
2173,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Onychogalea,unguifera,Northern nail-tailed wallaby,NULL
2174,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Petrogale,assimilis,Allied rock wallaby,NULL
2175,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Petrogale,brachyotis,Western rock wallaby,NULL
2176,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Petrogale,concinna,Nabarlek,NULL
2177,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Petrogale,lateralis,Black-footed rock wallaby,NULL
2178,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Petrogale,penicillata,Brush-tailed rock wallaby,NULL
2179,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Petrogale,xanthopus,Ringtailed rock wallaby,NULL
2180,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Setonix,brachyurus,Quokka,NULL
2181,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Thylogale,billardierii,Tasmanian pademelon,NULL
2182,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Thylogale,brunii,Dusky pademelon,NULL
2183,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Thylogale,stigmatica,Red-legged pademelon,NULL
2184,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Thylogale,thetis,Red-necked pademelon,NULL
2185,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Macropodidae,Macropodinae,Wallabia,bicolor,Swamp wallaby,NULL
2186,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Petauridae,NULL,Dactylopsila,trivirgata,Striped possum,NULL
2187,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Petauridae,NULL,Gymnobelideus,leadbeateri,Leadbeater's possum,NULL
2188,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Petauridae,NULL,Petaurus,australis,Yellow-bellied glider,NULL
2189,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Petauridae,NULL,Petaurus,breviceps,Sugar glider,NULL
2190,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Petauridae,NULL,Petaurus,norfolcensis,Squirrel glider,NULL
2191,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Phalangeridae,Ailuropinae,Ailurops,ursinus,Bear cuscus,NULL
2192,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Phalangeridae,Phalangerinae,Phalanger,gymnotis,Ground cuscus,Strigocuscus gymnotis
2193,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Phalangeridae,Phalangerinae,Phalanger,orientalis,Gray cuscus,NULL
2194,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Phalangeridae,Phalangerinae,Spilocuscus,maculatus,Spotted cuscus,NULL
2195,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Phalangeridae,Phalangerinae,Trichosurus,arnhemensis,Northern brush-tailed possum,NULL
2196,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Phalangeridae,Phalangerinae,Trichosurus,caninus,Mountain brush-tailed possum,NULL
2197,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Phalangeridae,Phalangerinae,Trichosurus,vulpecula,Brush-tailed possum,NULL
2198,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Phalangeridae,Phalangerinae,Wyulda,squamicaudata,Scaly-tailed possum,NULL
2199,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Vombatiformes,Phascolarctidae,NULL,Phascolarctos,cinereus,Koala,NULL
2200,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Potoroidae,NULL,Aepyprymnus,rufescens,Rufous 'rat'-kangaroo,NULL
2201,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Potoroidae,NULL,Bettongia,gaimardi,Tasmanian bettong,NULL
2202,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Potoroidae,NULL,Bettongia,lesueur,Burrowing bettong,NULL
2203,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Potoroidae,NULL,Bettongia,penicillata,Woylie,NULL
2204,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Potoroidae,NULL,Bettongia,tropica,Northern bettong,NULL
2205,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Potoroidae,NULL,Potorous,longipes,Long-footed potoroo,NULL
2206,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Macropodiformes,Potoroidae,NULL,Potorous,tridactylus,Long-nosed potoroo,NULL
2207,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Pseudocheiridae,Hemibelideinae,Hemibelideus,lemuroides,Lemuroid ringtail possum,NULL
2208,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Pseudocheiridae,Hemibelideinae,Petauroides,volans,Greater glider,NULL
2209,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Pseudocheiridae,Pseudocheirinae,Pseudocheirus,peregrinus,Ring-tailed possum,NULL
2210,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Phalangeriformes,Tarsipedidae,NULL,Tarsipes,rostratus,Honey possum,NULL
2211,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Vombatiformes,Vombatidae,NULL,Lasiorhinus,krefftii,Northern hairy-nosed wombat,NULL
2212,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Vombatiformes,Vombatidae,NULL,Lasiorhinus,latifrons,Southern hairy-nosed wombat,NULL
2213,Animalia,Chordata,Mammalia,Theria,Metatheria,Marsupialia,Diprotodontia,Vombatiformes,Vombatidae,NULL,Vombatus,ursinus,Coarse-haired wombat,NULL
