id_hagr,kingdom,phylum,class,subclass,infraclass,superorder,order_c,suborder,family,subfamily,genus,species,name_common,synonyms
146,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Spelerpinae,Gyrinophilus,porphyriticus,Spring salamander,"Salamandra porphyritica, Pseudotriton duryi"
147,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Hemidactyliinae,Hemidactylium,scutatum,Four-toed salamander,NULL
148,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Phaeognathus,hubrichti,Red Hills salamander,NULL
149,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Plethodon,cinereus,Eastern red-backed salamander,"Salamandra cinerea, Plethodon cinereus cinereus"
150,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Plethodon,dunni,Dunn's salamander,NULL
151,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Plethodon,elongatus,Del Norte salamander,NULL
152,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Plethodon,glutinosus,Northern slimy salamander,Plethodon glutinosus glutinosus
153,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Plethodon,jordani,Red-cheeked salamander,NULL
154,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Plethodon,vehiculum,Western red-backed salamander,Ambystoma vehiculum
155,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Plethodon,yonahlossee,Yonahlossee salamander,NULL
156,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Spelerpinae,Pseudotriton,montanus,Mud salamander,NULL
157,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Spelerpinae,Pseudotriton,ruber,Red salamander,Salamandra rubra
158,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Plethodontidae,Plethodontinae,Speleomantes,italicus,Italian cave salamander,NULL
159,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Proteidae,NULL,Necturus,maculosus,Mudpuppy,"Necturus maculatus, Siren maculosus, Necturus maculosus stictus, Sirena maculosa"
160,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Proteidae,NULL,Necturus,punctatus,Dwarf waterdog,"Necturus punctatus punctatus, Menobranchus punctatus"
161,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Proteidae,NULL,Proteus,anguinus,Olm,NULL
162,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Calotriton,asper,Pyrenean brook newt,"Euproctus asper, Hemitriton asper"
163,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Cynops,ensicauda,Brown newt,NULL
164,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Cynops,pyrrhogaster,Japanese firebelly newt,NULL
165,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Ichthyosaura,alpestris,Laureutis alpine salamander,"Triturus alpestris, Triton alpestris"
166,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Lissotriton,boscai,Bosca's newt,Triturus boscai
167,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Lissotriton,vulgaris,Smooth newt,"Triturus vulgaris, Lacerta vulgaris, Lophinus vulgaris"
168,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Notophthalmus,perstriatus,Striped newt,"Triturus perstriatus, Diemictylus viridescens perstriatus"
169,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Notophthalmus,viridescens,Eastern newt,"Triturus viridescens, Diemictylus viridescens"
170,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Pachytriton,brevipes,Tsitou newt,NULL
171,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Paramesotriton,chinensis,Asian newt,NULL
172,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Pleurodeles,poireti,Algerian newt,NULL
173,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Pleurodeles,waltl,Iberian ribbed newt,NULL
174,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Salamandra,atra,Golden alpine salamander,NULL
175,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Salamandra,salamandra,European fire salamander,NULL
176,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Taricha,granulosa,Rough-skinned newt,"Salamandra granulosa, Taricha granulosa granulosa, Taricha granulosa mazamae, Triturus granulosus mazamae, Triturus granulosus, Triturus similans, Triturus granulosus similans, Taricha granulosa similans, Taricha torosa granulosa, Taricha torosa mazamae, Taricha torosa twittyi, Taricha torosa simulans"
177,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Taricha,rivularis,Red-bellied newt,NULL
178,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Taricha,torosa,California newt,"Triton torosa, Taricha torosa torosa"
179,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Triturus,carnifex,Italian crested newt,NULL
180,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Triturus,cristatus,Northern crested newt,NULL
181,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Triturus,marmoratus,Marbled newt,NULL
182,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Salamandridae,NULL,Tylototriton,verrucosus,Mandarin salamander,Tylototriton shanjing
183,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Sirenidae,NULL,Siren,intermedia,Lesser siren,"Siren texana, Siren intermedia texana"
184,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Caudata,NULL,Sirenidae,NULL,Siren,lacertina,Greater siren,NULL
185,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Gymnophiona,NULL,Caeciliidae,Caeciliinae,Dermophis,mexicanus,Mexican burrowing caecilian,NULL
186,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Gymnophiona,NULL,Caeciliidae,Typhlonectinae,Typhlonectes,compressicauda,Cayenne caecilian,"Typhlonectes cunhai, Coecilia compressicauda, Typhlonectes anguillaformis, Typhlonectes obesus, Nectocaecilia ladigesi"
187,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Gymnophiona,NULL,Caeciliidae,Typhlonectinae,Typhlonectes,natans,Aquatic caecilian,NULL
188,Animalia,Chordata,Amphibia,Lissamphibia,NULL,NULL,Gymnophiona,NULL,Ichthyophiidae,NULL,Ichthyophis,kohtaoensis,Yellow-striped caecilian,NULL
189,Animalia,Chordata,Aves,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Birds,NULL
190,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Accipiter,cooperii,Cooper's hawk,NULL
191,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Accipiter,gentilis,Northern goshawk,NULL
192,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Accipiter,nisus,Eurasian sparrowhawk,NULL
193,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Accipiter,striatus,Sharp-shinned hawk,NULL
194,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aegypius,monachus,Cinereous vulture,NULL
195,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aquila,adalberti,Spanish imperial eagle,Aquila heliaca adalberti
196,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aquila,audax,Wedge-tailed eagle,NULL
197,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aquila,chrysaetos,Golden eagle,NULL
198,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aquila,fasciata,Bonelli's eagle,Hieraaetus fasciatus
199,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aquila,heliaca,Eastern imperical eagle,Aquila heliaca heliaca
200,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aquila,nipalensis,Steppe eagle,NULL
201,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aquila,pomarina,Lesser spotted eagle,NULL
202,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Aquila,rapax,Tawny eagle,NULL
203,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Butastur,indicus,Grey-faced buzzard,NULL
204,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,buteo,Buzzard,NULL
205,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,jamaicensis,Red-tailed hawk,NULL
206,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,lagopus,Rough-legged hawk,NULL
207,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,lineatus,Red-shouldered hawk,NULL
208,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,platypterus,Broad-winged hawk,NULL
209,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,regalis,Ferruginous hawk,NULL
210,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,rufinus,Long-legged buzzard,NULL
211,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,solitarius,Hawaiian hawk,NULL
212,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteo,swainsoni,Swainson's hawk,NULL
213,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Buteogallus,anthracinus,Common black hawk,NULL
214,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Circaetus,cinereus,Brown snake eagle,NULL
215,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Circaetus,gallicus,Short-toed eagle,NULL
216,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Circus,aeruginosus,Western Marsh Harrier,NULL
217,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Circus,cyaneus,Northern harrier,NULL
218,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Circus,macrourus,Pallid harrier,NULL
219,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Circus,pygargus,Montagu's harrier,NULL
220,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Elanus,caeruleus,Black-winged kite,NULL
221,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Elanus,leucurus,White-tailed kite,NULL
222,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Geranoaetus,melanoleucus,Black-chested buzzard-eagle,NULL
223,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Gypaetus,barbatus,Bearded vulture,NULL
224,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Gypohierax,angolensis,Palm-nut vulture,NULL
225,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Gyps,africanus,White-backed vulture,NULL
226,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Gyps,bengalensis,Bengal vulture,NULL
227,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Gyps,fulvus,Eurasian griffon,NULL
228,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Haliaeetus,albicilla,White-tailed sea-eagle,NULL
229,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Haliaeetus,leucocephalus,Bald eagle,NULL
230,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Harpia,harpyja,Harpy eagle,NULL
231,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Harpyopsis,novaeguineae,New Guinea eagle,NULL
232,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Hieraaetus,morphnoides,Little eagle,NULL
233,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Ictinia,mississippiensis,Mississippi kite,"Ictinia misisippiensis, Falco misisippiensis"
234,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Kaupifalco,monogrammicus,Lizard buzzard,NULL
235,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Lophoictinia,isura,Square-tailed kite,NULL
236,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Milvus,migrans,Black kite,NULL
237,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Milvus,milvus,Red kite,NULL
238,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Neophron,percnopterus,Egyptian vulture,NULL
239,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Parabuteo,unicinctus,Harris's hawk,NULL
240,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Pernis,apivorus,Western honey-buzzard,NULL
241,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Pithecophaga,jefferyi,Philippine eagle,NULL
242,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Accipitrinae,Rostrhamus,sociabilis,Snail kite,NULL
243,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Accipitridae,Falconinae,Terathopius,ecaudatus,Bateleur,NULL
244,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Cathartidae,NULL,Cathartes,aura,Turkey vulture,NULL
245,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Cathartidae,NULL,Coragyps,atratus,Black vulture,NULL
246,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Cathartidae,NULL,Gymnogyps,californianus,California condor,Vultur californianus
247,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Cathartidae,NULL,Sarcoramphus,papa,King vulture,NULL
248,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Cathartidae,NULL,Vultur,gryphus,Andean condor,NULL
249,Animalia,Chordata,Aves,NULL,NULL,NULL,Accipitriformes,NULL,Pandionidae,Pandioninae,Pandion,haliaetus,Osprey,NULL
250,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aix,galericulata,Mandarin duck,NULL
251,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aix,sponsa,Wood duck,NULL
252,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Tadorninae,Alopochen,aegyptiaca,Egyptian goose,Alopochen aegyptiacus
253,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,acuta,Northern pintail,Anas acuta acuta
254,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,americana,American wigeon,Mareca americana
255,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,bahamensis,White-cheeked pintail,NULL
256,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,clypeata,Northern shoveler,NULL
257,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,crecca,Green-winged teal,NULL
258,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,cyanoptera,Cinnamon teal,NULL
259,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,discors,Blue-winged teal,"Anas discors discors, Anas discors orphna"
260,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,fulvigula,Mottled duck,NULL
261,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,laysanensis,Laysan duck,NULL
262,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,penelope,Eurasian wigeon,NULL
263,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,platyrhynchos,Mallard,Anas oustaleti
264,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,querquedula,Garganey,NULL
265,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,rubripes,American black duck,NULL
266,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Anas,strepera,Gadwall,NULL
267,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Anser,albifrons,Greater white-fronted goose,NULL
268,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Anser,anser,Greylag goose,NULL
269,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Anser,brachyrhynchus,Pink-footed goose,Anser fabalis brachyrhynchus
270,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Anser,fabalis,Bean goose,NULL
271,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aythya,affinis,Lesser scaup,NULL
272,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aythya,americana,Redhead,NULL
273,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aythya,collaris,Ring-necked duck,NULL
274,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aythya,ferina,Common pochard,NULL
275,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aythya,fuligula,Tufted duck,NULL
276,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aythya,marila,Greater scaup,NULL
277,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Aythya,valisineria,Canvasback,NULL
278,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Branta,bernicla,Brent goose,Anas bernicla
279,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Branta,canadensis,Canada goose,Anas canadensis
280,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Branta,hutchinsii,Cackling goose,Anser hutchinsii
281,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Branta,leucopsis,Barnacle goose,NULL
282,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Branta,sandvicensis,Hawaiian goose,Nesochen sandvicensis
283,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Bucephala,albeola,Bufflehead,Glaucionetta albeola
284,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Bucephala,clangula,Common goldeneye,NULL
285,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Bucephala,islandica,Barrow's goldeneye,NULL
286,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Callonetta,leucophrys,Ringed teal,Anas leucophrys
287,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Cereopsis,novaehollandiae,Cape barren goose,NULL
288,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Chen,caerulescens,Snow goose,"Anser caerulescens, Anser hyperboreus"
289,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Chen,canagica,Emperor goose,"Philacte canagica, Anser canagicus"
290,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Chen,rossii,Ross's goose,Anser rossii
291,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Clangula,hyemalis,Oldsquaw,NULL
292,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Cygnus,atratus,Black swan,Cygnus atractus
293,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Cygnus,buccinator,Trumpeter swan,Olor buccinator
294,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Cygnus,columbianus,Tundra swan,Olor columbianus
295,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Cygnus,cygnus,Whooper swan,Olor cygnus
296,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anserinae,Cygnus,olor,Mute swan,NULL
297,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Dendrocygninae,Dendrocygna,autumnalis,Black-bellied whistling duck,NULL
298,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Dendrocygninae,Dendrocygna,bicolor,Fulvous whistling duck,Dendrocygna bicolor helva
299,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Dendrocygninae,Dendrocygna,viduata,White-faced whistling duck,NULL
300,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Histrionicus,histrionicus,Harlequin duck,NULL
301,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Lophodytes,cucullatus,Hooded merganser,Mergus cucullatus
302,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Melanitta,fusca,White-winged scoter,NULL
303,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Melanitta,nigra,Black scoter,NULL
304,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Melanitta,perspicillata,Surf scoter,NULL
305,Animalia,Chordata,Aves,NULL,NULL,NULL,Anseriformes,NULL,Anatidae,Anatinae,Mergellus,albellus,Smew,Mergus albellus
