id_biblio,pubmed,title,url,author,publisher,year,journal,volume,pages,editor,book_title,review
832,NULL,NFIN - The Nothobranchius furzeri Information Network,http://www.nothobranchius.info/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
833,18550313,Longevity and lack of senescence in the red sea urchin Strongylocentrotus franciscanus,NULL,Ebert,NULL,2008,Exp Gerontol,43,734-738,NULL,NULL,0
834,NULL,Species selection in comparative studies of aging and antiaging research,NULL,de Magalhaes,"Elsevier Academic Press: Burlington, MA",2006,NULL,NULL,Sep-20,P. M. Conn (ed.),Handbook of Models for Human Aging,NULL
835,NULL,Echidna: Extraordinary Egg-Laying Mammal,NULL,Michael Augee et al.,CSIRO Publishing,2006,NULL,NULL,NULL,NULL,NULL,NULL
836,18597819,The teleost Oryzias latipes shows telomere shortening with age despite considerable telomerase activity throughout life,NULL,Hatakeyama et al.,NULL,2008,Mech Ageing Dev,129,550-557,NULL,NULL,0
837,18481275,Tauopathy with paired helical filaments in an aged chimpanzee,NULL,Rosen et al.,NULL,2008,J Comp Neurol,509,259-270,NULL,NULL,0
838,12425953,Lifespan in captive baboons is heritable,NULL,Martin et al.,NULL,2002,Mech Ageing Dev,123,1461-1467,NULL,NULL,0
839,12486180,Vocal control neuron incorporation decreases with age in the adult zebra finch,NULL,Wang et al.,NULL,2002,J Neurosci,22,10864-10870,NULL,NULL,0
840,17595004,Increasing stereotypy in adult zebra finch song correlates with a declining rate of adult neurogenesis,NULL,Pytte et al.,NULL,2007,Dev Neurobiol,67,1699-1720,NULL,NULL,0
841,NULL,Longevity among hunter-gatherers: a cross-cultural examination,NULL,Gurven and Kaplan,NULL,2007,Popul Dev Rev,33,321-365,NULL,NULL,NULL
842,NULL,Lion Country Safari,http://www.lioncountrysafari.com/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
843,18814845,Regeneration in axolotls: a model to aim for!,NULL,Roy and Gatien,NULL,2008,Exp Gerontol,43,968-973,NULL,NULL,0
844,19067363,Reproductive aging in captive and wild common chimpanzees: factors influencing the rate of follicular depletion,NULL,Atsalis and Videan,NULL,2009,Am J Primatol,71,271-282,NULL,NULL,0
845,18586080,"The exceptional longevity of an egg-laying mammal, the short-beaked echidna (Tachyglossus aculeatus) is associated with peroxidation-resistant membrane composition",NULL,Hulbert et al.,NULL,2008,Exp Gerontol,43,729-733,NULL,NULL,0
846,18449883,The influence of age on fecal steroid hormone levels in male Budongo Forest chimpanzees (Pan troglodytes schweinfurthii),NULL,Seraphin et al.,NULL,2008,Am J Primatol,70,661-669,NULL,NULL,0
847,17438290,"Vitellogenin, juvenile hormone, insulin signaling, and queen honey bee longevity",NULL,Corona et al.,NULL,2007,Proc Natl Acad Sci U S A,104,7128-7133,NULL,NULL,0
848,16139867,Gene expression patterns associated with queen honey bee longevity,NULL,Corona et al.,NULL,2005,Mech Ageing Dev,126,1230-1238,NULL,NULL,0
849,NULL,SeaWorld/Busch Gardens,http://www.seaworld.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
850,NULL,Genetic evidence that Lomatia tasmanica (Proteaceae) is an ancient clone,NULL,Lynch et al.,NULL,1998,Australian Journal of Botany,46,25-33,NULL,NULL,NULL
851,NULL,Rat Behavior and Biology,http://www.ratbehavior.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
852,NULL,Brookfield Zoo,http://www.brookfieldzoo.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
853,NULL,Suncoast Primate Sanctuary,http://suncoastprimate.homestead.com/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
854,NULL,Sunset Zoo,http://www.sunsetzoo.com/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
855,NULL,Connecticut's Beardsley Zoo,http://beardsleyzoo.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
856,NULL,"New longevity records of Black-headed Gull, with comments on wear and loss of aluminium rings",NULL,van Dijk et al.,NULL,2012,Dutch Birding,34,20-31,NULL,NULL,NULL
857,10619312,Growth curves and survival characteristics of the animals used in the Biomarkers of Aging Program,NULL,Turturro et al.,NULL,1999,J Gerontol A Biol Sci Med Sci,54,B492-B501,NULL,NULL,0
858,15466429,The influence of genes on the aging process of mice: a statistical assessment of the genetics of aging,NULL,de Magalhaes et al.,NULL,2005,Genetics,169,265-274,NULL,NULL,0
859,17339640,"An analysis of the relationship between metabolism, developmental schedules, and longevity using phylogenetic independent contrasts",NULL,de Magalhaes et al.,NULL,2007,J Gerontol A Biol Sci Med Sci,62,149-160,NULL,NULL,0
860,15356862,"Reproductive output, maternal age, and survivorship in captive common marmoset females (Callithrix jacchus)",NULL,Smucny et al.,NULL,2004,Am J Primatol,64,107-121,NULL,NULL,0
861,18445563,"The impact of dietary restriction, intermittent feeding and compensatory growth on reproductive investment and lifespan in a short-lived fish",NULL,Inness and Metcalfe,NULL,2008,Proc Biol Sci,275,1703-1708,NULL,NULL,0
862,18495682,Menstrual cycles continue into advanced old age in the common chimpanzee (Pan troglodytes),NULL,Lacreuse et al.,NULL,2008,Biol Reprod,79,407-412,NULL,NULL,0
863,22475988,Age-related changes in gene expression in tissues of the sea urchin Strongylocentrotus purpuratus,NULL,Loram and Bodnar,NULL,2012,Mech Ageing Dev,133,338-347,NULL,NULL,0
865,22752736,Life span of common marmoset (Callithrix jacchus) at CLEA Japan breeding colony,NULL,Nishijima et al.,NULL,2012,Biogerontology,13,439-443,NULL,NULL,0
866,22546920,Chronic diseases in captive geriatric female Chimpanzees (Pan troglodytes),NULL,Nunamaker et al.,NULL,2012,Comp Med,62,131-136,NULL,NULL,0
867,19858485,Hypersensitivity to contact inhibition provides a clue to cancer resistance of naked mole-rat,NULL,Seluanov et al.,NULL,2009,Proc Natl Acad Sci U S A,106,19352-19357,NULL,NULL,0
868,19520803,Telomere shortening and survival in free-living corvids,NULL,Salomons et al.,NULL,2009,Proc Biol Sci,276,3157-3165,NULL,NULL,0
869,18842568,Metabolic ageing in individual zebra finches,NULL,Moe et al.,NULL,2009,Biol Lett,5,86-89,NULL,NULL,0
870,20399262,Telomere biology of the chicken: a model for aging research,NULL,Swanberg et al.,NULL,2010,Exp Gerontol,45,647-654,NULL,NULL,1
871,18523375,Reproductive aging in female chimpanzees (Pan troglodytes),NULL,Videan et al.,NULL,2008,Interdiscip Top Gerontol,36,103-118,NULL,NULL,0
872,19732047,Exploring mechanisms of sex differences in longevity: lifetime ovary exposure and exceptional longevity in dogs,NULL,Waters et al.,NULL,2009,Aging Cell,8,752-755,NULL,NULL,0
873,19590001,Caloric restriction delays disease onset and mortality in rhesus monkeys,NULL,Colman et al.,NULL,2009,Science,325,201-204,NULL,NULL,0
874,19324831,Telomere dynamics rather than age predict life expectancy in the wild,NULL,Bize et al.,NULL,2009,Proc Biol Sci,276,1679-1683,NULL,NULL,0
875,20347030,Non-shivering thermogenesis activation and maintenance in the aging gray mouse lemur (Microcebus murinus),NULL,Terrien et al.,NULL,2010,Exp Gerontol,45,442-448,NULL,NULL,0
876,19834611,Short telomeres in hatchling snakes: erythrocyte telomere dynamics and longevity in tropical pythons,NULL,Ujvari and Madsen,NULL,2009,PLoS One,4,e7493,NULL,NULL,0
877,20102392,Farsightedness (presbyopia) in a wild elderly chimpanzee: the first report,NULL,Fujisawa et al.,NULL,2010,Geriatr Gerontol Int,10,113-114,NULL,NULL,0
878,19409973,A new Schizosaccharomyces pombe chronological lifespan assay reveals that caloric restriction promotes efficient cell cycle exit and extends longevity,NULL,Chen and Runge,NULL,2009,Exp Gerontol,44,493-502,NULL,NULL,0
879,20131357,"Life span, reproductive output, and reproductive opportunity in captive Goeldi's monkeys (Callimico goeldii)",NULL,Nuss and Warneke,NULL,2010,Zoo Biol,29,Jan-15,NULL,NULL,0
880,21750538,Regenerative capacity in newts is not altered by repeated regeneration and ageing,NULL,Eguchi et al.,NULL,2011,Nat Commun,2,384,NULL,NULL,0
881,19773809,The rate of ageing in a long-lived bird is not heritable,NULL,Brommer et al.,NULL,2010,Heredity (Edinb),104,363-370,NULL,NULL,0
882,19379139,A slow life in hell or a fast life in heaven: demographic analyses of contrasting roe deer populations,NULL,Nilsen et al.,NULL,2009,J Anim Ecol,78,585-594,NULL,NULL,0
883,20050804,Evolution of senescence in nature: physiological evolution in populations of garter snake with divergent life histories,NULL,Robert and Bronikowski,NULL,2010,Am Nat,175,147-159,NULL,NULL,0
884,6432980,Dental abnormalities in aging sand rats (Psammomys obesus),NULL,Ulmansky et al.,NULL,1984,J Oral Pathol,13,366-372,NULL,NULL,0
885,582256,Degeneration of the intervertebral disks and spondylosis in aging sand rats,NULL,Silberberg et al.,NULL,1979,Arch Pathol Lab Med,103,231-235,NULL,NULL,0
886,3043718,Histologic and morphometric observations on vertebral bone of aging sand rats,NULL,Silberberg,NULL,1988,Spine (Phila Pa 1976),13,202-208,NULL,NULL,0
887,2696656,Age-related changes in fibronectin in annulus fibrosus of the sand rat (Psammomys obesus),NULL,Silberberg et al.,NULL,1989,Exp Cell Biol,57,233-237,NULL,NULL,0
888,10599987,"Changing pattern of prevalence of insulin resistance in Psammomys obesus, a model of nutritionally induced type 2 diabetes",NULL,Ziv et al.,NULL,1999,Metabolism,48,1549-1554,NULL,NULL,0
889,19052641,Large differences in aging phenotype between strains of the short-lived annual fish Nothobranchius furzeri,NULL,Terzibasi et al.,NULL,2008,PLoS One,3,e3866,NULL,NULL,0
890,12495137,"Survival of bowhead whales, Balaena mysticetus, estimated from 1981-1998 photoidentification data",NULL,Zeh et al.,NULL,2002,Biometrics,58,832-840,NULL,NULL,0
891,19211547,"Melatonin and tryptophan affect the activity-rest rhythm, core and peripheral temperatures, and interleukin levels in the ringdove: changes with age",NULL,Paredes et al.,NULL,2009,J Gerontol A Biol Sci Med Sci,64,340-350,NULL,NULL,0
892,19072136,"Age, size, and spatiotemporal variation in ovulation patterns of a seasonal breeder, the Norwegian moose (Alces alces)",NULL,Garel et al.,NULL,2009,Am Nat,173,89-8104,NULL,NULL,0
893,21486920,"Extreme longevity is associated with increased resistance to oxidative stress in Arctica islandica, the longest-living non-colonial animal",NULL,Ungvari et al.,NULL,2011,J Gerontol A Biol Sci Med Sci,66,741-750,NULL,NULL,0
894,21993625,Genome sequencing reveals insights into physiology and longevity of the naked mole rat,NULL,Kim et al.,NULL,2011,Nature,479,223-227,NULL,NULL,0
895,17628458,"A skeletochronological study of age, growth and longevity in a population of the frog Rana ridibunda from southern Europe",NULL,Kyriakopoulou-Sklavounou et al.,NULL,2008,Zoology (Jena),111,30-36,NULL,NULL,0
896,18926847,Advanced age in horses affects divisional history of T cells and inflammatory cytokine production,NULL,Adams et al.,NULL,2008,Mech Ageing Dev,129,656-664,NULL,NULL,0
897,18779581,Multiple deleterious effects of experimentally aged sperm in a monogamous bird,NULL,White et al.,NULL,2008,Proc Natl Acad Sci U S A,105,13947-13952,NULL,NULL,0
898,18831179,Fecundity and survival in relation to resistance to oxidative stress in a free-living bird,NULL,Bize et al.,NULL,2008,Ecology,89,2584-2593,NULL,NULL,0
899,21788499,Aging of the cerebral cortex differs between humans and chimpanzees,NULL,Sherwood et al.,NULL,2011,Proc Natl Acad Sci U S A,108,13029-13034,NULL,NULL,0
900,19653847,Inter- and intrasexual variation in aging patterns across reproductive traits in a wild red deer population,NULL,Nussey et al.,NULL,2009,Am Nat,174,342-357,NULL,NULL,0
901,19703441,"Effects of age, dietary, and behavioral enrichment on brain mitochondria in a canine model of human aging",NULL,Head et al.,NULL,2009,Exp Neurol,220,171-176,NULL,NULL,0
902,19563879,Age-and caste-dependent decrease in expression of genes maintaining DNA and RNA quality and mitochondrial integrity in the honeybee wing muscle,NULL,Aamodt,NULL,2009,Exp Gerontol,44,586-593,NULL,NULL,0
903,19296507,"Muscle senescence in short-lived wild mammals, the soricine shrews Blarina brevicauda and Sorex palustris",NULL,Hindle et al.,NULL,2009,J Exp Zool A Ecol Genet Physiol,311,358-367,NULL,NULL,0
904,19129116,Survival costs of reproduction vary with age in North American red squirrels,NULL,Descamps et al.,NULL,2009,Proc Biol Sci,276,1129-1135,NULL,NULL,0
905,19251994,"Diving into old age: muscular senescence in a large-bodied, long-lived mammal, the Weddell seal (Leptonychotes weddellii)",NULL,Hindle et al.,NULL,2009,J Exp Biol,212,790-796,NULL,NULL,0
906,19244163,The long lifespan of two bat species is correlated with resistance to protein oxidation and enhanced protein homeostasis,NULL,Salmon et al.,NULL,2009,FASEB J,23,2317-2326,NULL,NULL,0
907,18211879,Testing evolutionary models of senescence in a natural population: age and inbreeding effects on fitness components in song sparrows,NULL,Keller et al.,NULL,2008,Proc Biol Sci,275,597-604,NULL,NULL,0
908,11295509,"Aging and development in social insects with emphasis on the honey bee, Apis mellifera L",NULL,Page and Peng,NULL,2001,Exp Gerontol,36,695-711,NULL,NULL,1
909,18642436,Osteopenia and osteoporosis in adult baboons (Papio hamadryas),NULL,Havill et al.,NULL,2008,J Med Primatol,37,146-153,NULL,NULL,0
910,19268513,Bivalve models of aging and the determination of molluscan lifespans,NULL,Abele et al.,NULL,2009,Exp Gerontol,44,307-315,NULL,NULL,1
911,19007385,Breeding in high-elevation habitat results in shift to slower life-history strategy within a single species,NULL,Bears et al.,NULL,2009,J Anim Ecol,78,365-375,NULL,NULL,0
912,19464314,Examining the mechanisms responsible for lower ROS release rates in liver mitochondria from the long-lived house sparrow (Passer domesticus) and big brown bat (Eptesicus fuscus) compared to the short-lived mouse (Mus musculus),NULL,Brown et al.,NULL,2009,Mech Ageing Dev,130,467-476,NULL,NULL,0
913,19223593,"Protein stability and resistance to oxidative stress are determinants of longevity in the longest-living rodent, the naked mole-rat",NULL,Perez et al.,NULL,2009,Proc Natl Acad Sci U S A,106,3059-3064,NULL,NULL,0
914,19192288,The role of menopause and reproductive senescence in a long-lived social mammal,NULL,Ward et al.,NULL,2009,Front Zool,6,4,NULL,NULL,0
915,8548501,"Pathologic characterization of brown Norway, brown Norway x Fischer 344, and Fischer 344 x brown Norway rats with relation to age",NULL,Lipman et al.,NULL,1996,J Gerontol A Biol Sci Med Sci,51,B54-B59,NULL,NULL,0
916,18983905,Longitudinal analysis of early stage sarcopenia in aging rhesus monkeys,NULL,McKiernan et al.,NULL,2009,Exp Gerontol,44,170-176,NULL,NULL,0
917,19424862,"Testing hypotheses of aging in long-lived mice of the genus Peromyscus: association between longevity and mitochondrial stress resistance, ROS detoxification pathways, and DNA repair efficiency",NULL,Ungvari et al.,NULL,2008,Age (Dordr),30,121-133,NULL,NULL,0
918,19341142,Evolutionary ecology of endocrine-mediated life-history variation in the garter snake Thamnophis elegans,NULL,Sparkman et al.,NULL,2009,Ecology,90,720-728,NULL,NULL,0
919,18832060,Contrasted patterns of age-specific reproduction in long-lived seabirds,NULL,Berman et al.,NULL,2009,Proc Biol Sci,276,375-382,NULL,NULL,0
920,20541839,Effects of aging and calorie restriction on white matter in rhesus macaques,NULL,Bendlin et al.,NULL,2011,Neurobiol Aging,32,2319.e1-2319.11,NULL,NULL,0
921,20026344,Calorie restriction causes healthy life span extension in the filamentous fungus Podospora anserina,NULL,van Diepeningen et al.,NULL,2010,Mech Ageing Dev,131,60-68,NULL,NULL,0
922,20109576,Muscle aging and oxidative stress in wild-caught shrews,NULL,Hindle et al.,NULL,2010,Comp Biochem Physiol B Biochem Mol Biol,155,427-434,NULL,NULL,0
923,19780789,Predatory senescence in ageing wolves,NULL,MacNulty et al.,NULL,2009,Ecol Lett,12,1347-1356,NULL,NULL,0
924,20724516,Neoplasia and granulomas surrounding microchip transponders in Damaraland mole rats (Cryptomys damarensis),NULL,Sura et al.,NULL,2011,Vet Pathol,48,896-902,NULL,NULL,0
925,20888895,"Endocrine function and neurobiology of the longest-living rodent, the naked mole-rat",NULL,Edrey et al.,NULL,2011,Exp Gerontol,46,116-123,NULL,NULL,1
926,22073188,RNA sequencing reveals differential expression of mitochondrial and oxidation reduction genes in the long-lived naked mole-rat when compared to mice,NULL,Yu et al.,NULL,2011,PLoS One,6,e26729,NULL,NULL,0
927,21147972,"State-dependent physiological maintenance in a long-lived ectotherm, the painted turtle (Chrysemys picta)",NULL,Schwanz et al.,NULL,2011,J Exp Biol,214,88-97,NULL,NULL,0
928,12054192,"Enhanced longevity in tau mutant Syrian hamsters, Mesocricetus auratus",NULL,Oklejewicz and Daan,NULL,2002,J Biol Rhythms,17,210-216,NULL,NULL,0
929,21056099,The short-lived annual fish Nothobranchius furzeri shows a typical teleost aging process reinforced by high incidence of age-dependent neoplasias,NULL,Di Cicco et al.,NULL,2011,Exp Gerontol,46,249-256,NULL,NULL,0
930,21557962,Age-related changes in genomic stability of horses,NULL,Wnuk et al.,NULL,2011,Mech Ageing Dev,132,257-268,NULL,NULL,0
931,22239863,White matter myelin loss in the brains of aged dogs,NULL,Chambers et al.,NULL,2012,Exp Gerontol,47,263-269,NULL,NULL,0
