id_biblio,pubmed,title,url,author,publisher,year,journal,volume,pages,editor,book_title,review
730,NULL,Body mass of late Quaternary mammals,NULL,Smith et al.,NULL,2003,Ecology,84,3403,NULL,NULL,NULL
512,NULL,"Growth, survival and reproduction of Plethodon jordani: Trade-offs between selective pressures",NULL,Hairston,NULL,1983,Copeia,4,1024-1035,NULL,NULL,NULL
529,NULL,"Influence of season, geomorphic surface and cover item on capture, size and weight of Desmognathus ochrophaeus and Plethodon cinereus in Allegheny Plateau riparian forests",NULL,Moore et al.,NULL,2001,Am Midl Nat,145,39-45,NULL,NULL,NULL
530,NULL,"Natural history of the Giant mole-rat, Cryptomys mechowi  (Rodentia: Bathyergidae) from Zambia",NULL,Scharff et al.,NULL,2001,J Mammal,82,1003-1015,NULL,NULL,NULL
531,NULL,"Reproductive characteristics and growth of Zambian giant mole-rats, Cryptomys mechowi (Rodentia: Bathyergidae)",NULL,Scharff et al.,NULL,1999,Mammalia,63,217-230,NULL,NULL,NULL
533,NULL,"The karyotypes of Cryptomys anselli sp. nova and Cryptomys kafuensis sp. nova: new species of the common mole-rat from Zambia (Rodentia, Bathyergidae)",NULL,Burda et al.,NULL,1999,Z Saugetierkunde,64,36-50,NULL,NULL,NULL
536,NULL,Calculation of longevity and life expectancy in captive elephants,NULL,Wiese and Willis,NULL,2004,Zoo Biol,23,365-373,NULL,NULL,NULL
507,NULL,Cynomys ludovicianus,NULL,Hoogland,NULL,1996,Mamm Species,535,01-Oct,NULL,NULL,NULL
449,13234311,The axolotl (siredon mexicanum). I. As material for scientific research,NULL,Brunst,NULL,1955,Lab Invest,4,45-64,NULL,NULL,0
691,16313394,Deer antlers: a zoological curiosity or the key to understanding organ regeneration in mammals?,NULL,Price et al.,NULL,2005,J Anat,207,603-618,NULL,NULL,1
501,11295507,Does bristlecone pine senesce?,NULL,Lanner and Connor,NULL,2001,Exp Gerontol,36,675-685,NULL,NULL,1
452,NULL,Senescence and Aging in Plants,NULL,Larry Nooden and A. Leopold,Academic Press: San Diego,1988,NULL,NULL,NULL,NULL,NULL,NULL
688,NULL,The role of sponges in high-Antarctic carbon and silicon cycling: a modelling approach,NULL,Susanne Gatti,Alfred Wegener Institute for Polar and Marine Research: Bremerhaven,2002,NULL,NULL,NULL,NULL,NULL,NULL
692,16363919,The evolution of senescence and post-reproductive lifespan in guppies (Poecilia reticulata),NULL,Reznick et al.,NULL,2006,PLoS Biol,4,e7,NULL,NULL,0
693,13880756,Age and reproduction in female Lebistes,NULL,Comfort,NULL,1961,Gerontologia,5,146-149,NULL,NULL,0
694,5106128,Longevity and reproduction in Japanese quail maintained under stimulatory lighting,NULL,Woodard and Abplanalp,NULL,1971,Poult Sci,50,688-692,NULL,NULL,0
695,NULL,Retarded senescence in an insular population of Virginia opossums (Didelphis virginiana),NULL,Austad,NULL,1993,J Zool,229,695-708,NULL,NULL,NULL
696,16488857,Sexual activity and reproduction delay ageing in a mammal,NULL,Dammann and Burda,NULL,2006,Curr Biol,16,R117-R118,NULL,NULL,0
697,NULL,Sylvilagus floridanus,NULL,Chapman et al.,NULL,1980,Mamm Species,136,01-Aug,NULL,NULL,NULL
698,11394798,Postmortem findings in captive cane rats (Thryonomys swinderianus) in Gabon,NULL,Jori et al.,NULL,2001,Vet Rec,148,624-628,NULL,NULL,0
699,11572565,"Spontaneous neoplasms in captive African cane rats (Thryonomys swinderianus Temminck, 1827)",NULL,Jori and Cooper,NULL,2001,Vet Pathol,38,556-558,NULL,NULL,0
700,16267385,Shortened seasonal photoperiodic cycles accelerate aging of the diurnal and circadian locomotor activity rhythms in a primate,NULL,Cayetanot et al.,NULL,2005,J Biol Rhythms,20,461-469,NULL,NULL,0
701,NULL,The Reptile Database,http://www.reptile-database.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
702,NULL,"Reproductive characteristics and growth rate in eusocial Zambian common mole-rats (Cryptomys sp., Bathyergidae)",NULL,Begall and Burda,NULL,1998,Zeitschrift fur Saugetierkunde,63,297-306,NULL,NULL,NULL
703,11708211,Longevity and ageing in parasitic and free-living nematodes,NULL,Gems,NULL,2000,Biogerontology,1,289-307,NULL,NULL,1
704,15489049,Aging in a very short-lived nematode,NULL,Gardner et al.,NULL,2004,Exp Gerontol,39,1267-1276,NULL,NULL,0
705,NULL,Mammal Species of the World,http://www.bucknell.edu/msw3/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
706,NULL,Amphibian Species of the World,http://research.amnh.org/herpetology/amphibia/index.php,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
707,7056998,"Life span study of SPF Fischer 344 male rats fed ad libitum or restricted diets: longevity, growth, lean body mass and disease",NULL,Yu et al.,NULL,1982,J Gerontol,37,130-141,NULL,NULL,0
708,16456035,Cellular senescence in aging primates,NULL,Herbig et al.,NULL,2006,Science,311,1257,NULL,NULL,0
709,16298251,Functional degradation of visual cortical cells in old cats,NULL,Hua et al.,NULL,2006,Neurobiol Aging,27,155-162,NULL,NULL,0
710,16608397,"Analysis of telomere length and telomerase activity in tree species of various lifespans, and with age in the bristlecone pine Pinus longaeva",NULL,Flanary and Kletetschka,NULL,2006,Rejuvenation Res,9,61-63,NULL,NULL,0
711,16479405,Antioxidant activity in Spalax ehrenbergi: a possible adaptation to underground stress,NULL,Caballero et al.,NULL,2006,J Comp Physiol A Neuroethol Sens Neural Behav Physiol,192,753-759,NULL,NULL,0
712,16618935,Quantitative genetics of age at reproduction in wild swans: Support for antagonistic pleiotropy models of senescence,NULL,Charmantier et al.,NULL,2006,Proc Natl Acad Sci U S A,103,6587-6592,NULL,NULL,0
713,1899927,Amyloid precursor protein in aged nonhuman primates,NULL,Martin et al.,NULL,1991,Proc Natl Acad Sci U S A,88,1461-1465,NULL,NULL,0
714,10500188,Genetic and environmental conditions that increase longevity in Caenorhabditis elegans decrease metabolic rate,NULL,Van Voorhies and Ward,NULL,1999,Proc Natl Acad Sci U S A,96,11399-11403,NULL,NULL,0
715,15993927,Cellular replicative capacity correlates primarily with species body mass not longevity,NULL,Lorenzini et al.,NULL,2005,Mech Ageing Dev,126,1130-1133,NULL,NULL,0
716,NULL,Age and growth of Mediterranean albacore,NULL,Megalofonou,NULL,2000,J Fish Biol,57,700-715,NULL,NULL,NULL
717,NULL,An integrated growth study for North Atlantic albacore (Thunnus alalunga Bonn. 1788),NULL,Santiago and Arrizabalaga,NULL,2005,J Mar Sci,62,740-749,NULL,NULL,NULL
718,NULL,U.S. Geological Survey,http://www.usgs.gov/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
719,7708827,"Infectious diseases, reproductive effort and the cost of reproduction in birds",NULL,Gustafsson et al.,NULL,1994,Philos Trans R Soc Lond B Biol Sci,346,323-331,NULL,NULL,0
720,14640412,Age-related decline in humoral immune function in Collared Flycatchers,NULL,Cichon et al.,NULL,2003,J Evol Biol,16,1205-1210,NULL,NULL,0
721,NULL,The costs of reproduction in the collared flycatcher Ficedula albicollis,NULL,Gustafsson and Sutherland,NULL,1988,Nature,335,813-815,NULL,NULL,NULL
722,NULL,Acceleration of senescence in the collared flycatcher Ficedula albicollis by reproductive costs,NULL,Gustafsson and Part,NULL,1990,Nature,347,279-281,NULL,NULL,NULL
723,8041723,Male ornament size as a reliable cue to enhanced offspring viability in the barn swallow,NULL,Moller,NULL,1994,Proc Natl Acad Sci U S A,91,6929-6932,NULL,NULL,0
724,NULL,"Mate fidelity, senescence in breeding performance and reproductive trade-offs in the barn swallow",NULL,Saino et al.,NULL,2002,J Anim Ecol,71,309-319,NULL,NULL,NULL
725,16766142,DNA methylation induced changes in chromatin conformation of the promoter of the vitellogenin II gene of Japanese quail during aging,NULL,Gupta et al.,NULL,2006,Gene,377,159-168,NULL,NULL,0
726,16788896,Do large dogs die young?,NULL,Galis et al.,NULL,2007,J Exp Zoolog B Mol Dev Evol,308,119-126,NULL,NULL,0
727,16870307,Orexin neuronal changes in the locus coeruleus of the aging rhesus macaque,NULL,Downs et al.,NULL,2007,Neurobiol Aging,28,1286-1295,NULL,NULL,0
728,16842958,Behavioral thermoregulation in a non human primate: Effects of age and photoperiod on temperature selection,NULL,Aujard et al.,NULL,2006,Exp Gerontol,41,784-792,NULL,NULL,0
729,16674565,"Sociality, age at first reproduction and senescence: comparative analyses of birds",NULL,Moller,NULL,2006,J Evol Biol,19,682-689,NULL,NULL,0
820,NULL,CRC Handbook of Avian Body Masses,NULL,John Dunning,CRC Press: Boca Raton,2008,NULL,NULL,NULL,NULL,NULL,NULL
731,NULL,Fitting sigmoid equations to mammalian growth curves,NULL,Zullinger et al.,NULL,1984,J Mamm,65,607-636,NULL,NULL,NULL
732,NULL,Avian growth rate data set,NULL,Starck and Ricklefs ,Oxford University Press: New York,1998,NULL,NULL,381-423,J. M. Starck and R. E. Ricklefs (eds.),Avian Growth and Development: Evolution Within the Altricial-Precocial Spectrum,NULL
733,6245013,"Stress and mortality in a small marsupial (Antechinus stuartii, Macleay)",NULL,Bradley et al.,NULL,1980,Gen Comp Endocrinol,40,188-200,NULL,NULL,0
734,17031809,Tissue evidence of the testosterone role on the abnormal growth and aging effects reversion in the gerbil (Meriones unguiculatus) prostate,NULL,Scarano et al.,NULL,2006,Anat Rec A Discov Mol Cell Evol Biol,288,1190-1200,NULL,NULL,0
735,17011141,Degeneration after sexual differentiation in hydra and its relevance to the evolution of aging,NULL,Yoshida et al.,NULL,2006,Gene,385,64-70,NULL,NULL,0
736,16941957,The effects of aging on hormone and reproductive cycles in female chimpanzees (Pan troglodytes),NULL,Videan et al.,NULL,2006,Comp Med,56,291-299,NULL,NULL,0
737,15566945,Life history of wild Sumatran orangutans (Pongo abelii),NULL,Wich et al.,NULL,2004,J Hum Evol,47,385-398,NULL,NULL,0
738,17054664,Does caloric restriction extend life in wild mice?,NULL,Harper et al.,NULL,2006,Aging Cell,5,441-449,NULL,NULL,0
739,17089975,An experimental manipulation of life-history trajectories and resistance to oxidative stress,NULL,Alonso-Alvarez et al.,NULL,2006,Evolution,60,1913-1924,NULL,NULL,0
740,17084573,Aging affects executive functions and memory in mouse lemur primates,NULL,Picq,NULL,2007,Exp Gerontol,42,223-232,NULL,NULL,0
742,NULL,Growth and aging: why do big dogs die young?,NULL,Miller and Austad,Academic Press: New York,2006,NULL,NULL,512-533,"E. J. Masoro and S. N. Austad, eds.",Handbook of the Biology of Aging,NULL
743,12839072,"Assessment of clinical characteristics, management practices, and activities of geriatric horses",NULL,Brosnahan and Paradis,NULL,2003,J Am Vet Med Assoc,223,99-9103,NULL,NULL,0
744,12839071,Demographic and clinical characteristics of geriatric horses: 467 cases (1989-1999),NULL,Brosnahan and Paradis,NULL,2003,J Am Vet Med Assoc,223,93-98,NULL,NULL,0
745,926867,Aging in the nematode Caenorhabditis elegans: major biological and environmental factors influencing life span,NULL,Klass,NULL,1977,Mech Ageing Dev,6,413-429,NULL,NULL,0
746,16286003,The enigmatic role of Sir2 in aging,NULL,Kennedy et al.,NULL,2005,Cell,123,548-550,NULL,NULL,0
747,NULL,"The Reproduction, Demography and Management of Capybaras (Hydrochaeris hydrochaeris) on Marajo Island - Brazil",NULL,Jose Moreira,University of Oxford: Oxford,1995,NULL,NULL,NULL,NULL,NULL,NULL
553,NULL,The Online Ringing Report: Bird ringing in Britain & Ireland in 2011,http://www.bto.org/ringing-report,Robinson and Clark,NULL,2012,NULL,NULL,NULL,NULL,NULL,NULL
749,NULL,AmphibiaWeb,http://amphibiaweb.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
750,NULL,Early onset of reproductive senescence in domestic sheep Ovis aries,NULL,Mysterud et al.,NULL,2002,Oikos,97,177-183,NULL,NULL,NULL
751,15959821,Cell-mediated immunosenescence in birds,NULL,Haussmann et al.,NULL,2005,Oecologia,145,270-275,NULL,NULL,0
752,18083515,Aging and fertility patterns in wild chimpanzees provide insights into the evolution of menopause,NULL,Emery Thompson et al.,NULL,2007,Curr Biol,17,2150-2156,NULL,NULL,0
753,17943981,Effects of aging on hematology and serum clinical chemistry in chimpanzees (Pan troglodytes),NULL,Videan et al.,NULL,2008,Am J Primatol,70,327-338,NULL,NULL,0
754,17090784,"Comparison of endothelial function, O2-* and H2O2 production, and vascular oxidative stress resistance between the longest-living rodent, the naked mole rat, and mice",NULL,Labinskyy et al.,NULL,2006,Am J Physiol Heart Circ Physiol,291,H2698-H2704,NULL,NULL,0
755,17054663,"High oxidative damage levels in the longest-living rodent, the naked mole-rat",NULL,Andziak et al.,NULL,2006,Aging Cell,5,463-471,NULL,NULL,0
756,18180931,"Negligible senescence in the longest living rodent, the naked mole-rat: insights from a successfully aging species",NULL,Buffenstein,NULL,2008,J Comp Physiol [B],178,439-445,NULL,NULL,1
757,17804037,Fertility and mortality patterns of captive Bornean and Sumatran orangutans: is there a species difference in life history?,NULL,Anderson et al.,NULL,2008,J Hum Evol,54,34-42,NULL,NULL,0
758,17412960,A single IGF1 allele is a major determinant of small size in dogs,NULL,Sutter et al.,NULL,2007,Science,316,112-115,NULL,NULL,0
759,17381550,Testing the 'free radical theory of aging' hypothesis: physiological differences in long-lived and short-lived colubrid snakes,NULL,Robert et al.,NULL,2007,Aging Cell,6,395-404,NULL,NULL,0
760,NULL,oceansunfish.org,http://www.oceansunfish.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
761,18230597,Age-specific reproduction in a long-lived species: the combined effects of senescence and individual quality,NULL,McCleery et al.,NULL,2008,Proc Biol Sci,275,963-970,NULL,NULL,0
762,NULL,The Penguins,NULL,Tony Williams,Oxford University Press,1995,NULL,NULL,NULL,NULL,NULL,NULL
763,17116315,Accumulation of senescent cells in mitotic tissue of aging primate,NULL,Jeyapalan et al.,NULL,2007,Mech Ageing Dev,128,36-44,NULL,NULL,0
764,17891742,Exploring the genetics of aging in a wild passerine bird,NULL,Brommer et al.,NULL,2007,Am Nat,170,643-650,NULL,NULL,0
765,16919689,Statistical analysis regarding the effects of height and weight on life span of the domestic dog,NULL,Greer et al.,NULL,2007,Res Vet Sci,82,208-214,NULL,NULL,0
766,17251099,An empirical test of evolutionary theories for reproductive senescence and reproductive effort in the garter snake Thamnophis elegans,NULL,Sparkman et al.,NULL,2007,Proc Biol Sci,274,943-950,NULL,NULL,0
767,10759557,A causal link between respiration and senescence in Podospora anserina,NULL,Dufour et al.,NULL,2000,Proc Natl Acad Sci U S A,97,4138-4143,NULL,NULL,0
768,1482117,Fungal senescence,NULL,Griffiths,NULL,1992,Annu Rev Genet,26,351-372,NULL,NULL,1
769,11134328,Copper-modulated gene expression and senescence in the filamentous fungus Podospora anserina,NULL,Borghouts et al.,NULL,2001,Mol Cell Biol,21,390-399,NULL,NULL,0
770,8190083,Evidence for a life span-prolonging effect of a linear plasmid in a longevity mutant of Podospora anserina,NULL,Hermanns et al.,NULL,1994,Mol Gen Genet,243,297-307,NULL,NULL,0
771,12067596,"Genes, mitochondria and aging in filamentous fungi",NULL,Osiewacz,NULL,2002,Ageing Res Rev,1,425-442,NULL,NULL,1
772,10514568,Replicative ageing in the fission yeast Schizosaccharomyces pombe,NULL,Barker and Walmsley,NULL,1999,Yeast,15,1511-1518,NULL,NULL,0
773,NULL,PeroBase,http://wotan.cse.sc.edu/perobase/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
774,17214659,Quantitation of sleep and spinal curvature in an unusually longevous owl monkey (Aotus azarae),NULL,Suzuki and Sri Kantha,NULL,2006,J Med Primatol,35,321-330,NULL,NULL,0
775,17352812,Density of dopaminergic fibres in the prefrontal cortex of gerbils is sensitive to aging,NULL,Brummelte and Teuchert-Noodt,NULL,2007,Behav Brain Funct,3,14,NULL,NULL,0
776,17173545,Telomerase activity coevolves with body mass not lifespan,NULL,Seluanov et al.,NULL,2007,Aging Cell,6,45-52,NULL,NULL,0
777,17156084,"Skin-derived fibroblasts from long-lived species are resistant to some, but not all, lethal stresses and to the mitochondrial inhibitor rotenone",NULL,Harper et al.,NULL,2007,Aging Cell,6,Jan-13,NULL,NULL,0
778,10811147,Postreproductive life predicted by primate patterns,NULL,Judge and Carey,NULL,2000,J Gerontol A Biol Sci Med Sci,55,B201-B209,NULL,NULL,0
779,17470387,Telomerase activity is maintained throughout the lifespan of long-lived birds,NULL,Haussmann et al.,NULL,2007,Exp Gerontol,42,610-618,NULL,NULL,0
780,16224721,Rapid senescence in pacific salmon,NULL,Morbey et al.,NULL,2005,Am Nat,166,556-568,NULL,NULL,0
781,11270438,Semelparity in a large marsupial,NULL,Oakwood et al.,NULL,2001,Proc Biol Sci,268,407-411,NULL,NULL,0
782,17439465,Inferring population trends for the world's largest fish from mark-recapture estimates of survival,NULL,Bradshaw et al.,NULL,2007,J Anim Ecol,76,480-489,NULL,NULL,0
783,17468332,"Vascular aging in the longest-living rodent, the naked mole rat",NULL,Csiszar et al.,NULL,2007,Am J Physiol Heart Circ Physiol,293,H919-H927,NULL,NULL,0
784,18252662,Mortality rate acceleration and post-reproductive lifespan in matrilineal whale species,NULL,Foote,NULL,2008,Biol Lett,4,189-191,NULL,NULL,0
785,NULL,INPRIMAT,http://www.inprimat.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
786,17129214,Disparate patterns of age-related changes in lipid peroxidation in long-lived naked mole-rats and shorter-lived mice,NULL,Andziak and Buffenstein,NULL,2006,Aging Cell,5,525-532,NULL,NULL,0
787,15706972,"Influence of lifetime food restriction on causes, time, and predictors of death in dogs",NULL,Lawler et al.,NULL,2005,J Am Vet Med Assoc,226,225-231,NULL,NULL,0
642,NULL,Age structure and longevity in North Atlantic right whales Eubalaena glacialis and their relation to reproduction,NULL,Hamilton et al.,NULL,1998,Mar Ecol Prog Ser,171,285-292,NULL,NULL,NULL
789,18083516,Evidence for a genetic basis of aging in two wild vertebrate populations,NULL,Wilson et al.,NULL,2007,Curr Biol,17,2136-2142,NULL,NULL,0
790,17118008,The rate of senescence in maternal performance increases with early-life fecundity in red deer,NULL,Nussey et al.,NULL,2006,Ecol Lett,9,1342-1350,NULL,NULL,0
791,18211877,Testing for genetic trade-offs between early- and late-life reproduction in a wild red deer population,NULL,Nussey et al.,NULL,2008,Proc Biol Sci,275,745-750,NULL,NULL,0
792,NULL,Diet influences life span in parrots (Psittaciformes),NULL,Munshi-South and Wilkinson,NULL,2006,Auk,123,108-118,NULL,NULL,NULL
793,NULL,EMYSystem,http://emys.geo.orst.edu/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
794,NULL,Turtles of the World,http://ip30.eti.uva.nl/bis/turtles.php,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
795,17230198,Contributions of genomics to life-history theory,NULL,Roff,NULL,2007,Nat Rev Genet,8,116-125,NULL,NULL,1
796,17205184,Limb regeneration in axolotl: is it superhealing?,NULL,Roy and Levesque,NULL,2006,ScientificWorldJournal,6,Dec-25,NULL,NULL,1
797,17452025,Neuroendocrine aging in birds: comparing lifespan differences and conserved mechanisms,NULL,Ottinger,NULL,2007,Ageing Res Rev,6,46-53,NULL,NULL,1
798,17452729,Telomere dynamics in macaques and humans,NULL,Gardner et al.,NULL,2007,J Gerontol A Biol Sci Med Sci,62,367-374,NULL,NULL,0
799,NULL,Size-mediated ageing reduces vigour in trees,NULL,Mencuccini et al.,NULL,2005,Ecol Lett,8,1183-1190,NULL,NULL,NULL
800,NULL,Age-specific survival in five populations of ungulates: evidence of senescence,NULL,Loison et al.,NULL,1999,Ecology,80,2539-2554,NULL,NULL,NULL
801,NULL,Age-specific reproductive performance in red-billed choughs Pyrrhocorax pyrrhocorax: patterns and processes in a natural population,NULL,Reid et al.,NULL,2003,J Anim Ecol,72,765-776,NULL,NULL,NULL
802,17376146,Differential effects of genotoxic stress on both concurrent body growth and gradual senescence in the adult zebrafish,NULL,Tsai et al.,NULL,2007,Aging Cell,6,209-224,NULL,NULL,0
419,NULL,A long-term study of reproductive performance in tree swallows: the influence of age and senescence on output,NULL,Robertson and Rendell,NULL,2001,J Anim Ecol,70,1014-1031,NULL,NULL,NULL
412,NULL,Actuarial senescence and demographic heterogeneity in the Florida scrub-jay,NULL,McDonald et al.,NULL,1996,Ecology,77,2373-2381,NULL,NULL,NULL
38,NULL,Effects of age and breeding experience on seasonal reproductive success in the song sparrow,NULL,Nol and Smith,NULL,1987,J Anim Ecol,56,301-313,NULL,NULL,NULL
413,NULL,The evolution of alternative mating strategies in variable environments,NULL,Hutchings and Myers,NULL,1994,Evol Ecol,8,256-268,NULL,NULL,NULL
807,17492972,"Evolutionary analysis of life span, competition, and adaptive radiation, motivated by the Pacific rockfishes (Sebastes)",NULL,Mangel et al.,NULL,2007,Evolution,61,1208-1224,NULL,NULL,0
418,16939688,Consequences of artificial selection on pre-adult development for adult lifespan under benign conditions in the butterfly Bicyclus anynana,NULL,Pijpe et al.,NULL,2006,Mech Ageing Dev,127,802-807,NULL,NULL,0
809,18171153,Increased life span in a polyphenic butterfly artificially selected for starvation resistance,NULL,Pijpe et al.,NULL,2008,Am Nat,171,81-90,NULL,NULL,0
810,17795351,Diploid-triploid mosaicism: An unusual phenomenon in side-necked turtles (Platemys platycephala),NULL,Bickham et al.,NULL,1985,Science,227,1591-1593,NULL,NULL,0
811,17360139,Extraordinary long life spans in fruit-feeding butterflies can provide window on evolution of life span and aging,NULL,Molleman et al.,NULL,2007,Exp Gerontol,42,472-482,NULL,NULL,0
411,14993600,Decreased expression of Cu-Zn superoxide dismutase 1 in ants with extreme lifespan,NULL,Parker et al.,NULL,2004,Proc Natl Acad Sci U S A,101,3486-3489,NULL,NULL,0
813,17346255,Short telomeres in short-lived males: what are the molecular and evolutionary causes?,NULL,Jemielity et al.,NULL,2007,Aging Cell,6,225-233,NULL,NULL,0
814,17257122,Differential gene expression between adult queens and workers in the ant Lasius niger,NULL,Graff et al.,NULL,2007,Mol Ecol,16,675-683,NULL,NULL,0
415,11672607,"Artificially accelerated aging by shortened photoperiod alters early gene expression (Fos) in the suprachiasmatic nucleus and sulfatoxymelatonin excretion in a small primate, Microcebus murinus",NULL,Aujard et al.,NULL,2001,Neuroscience,105,403-412,NULL,NULL,0
416,16564149,Age related changes in the activity-rest circadian rhythms and c-fos expression of ring doves with aging. Effects of tryptophan intake,NULL,Garau et al.,NULL,2006,Exp Gerontol,41,430-438,NULL,NULL,0
417,16271444,Age-related changes in circadian rhythm of serotonin synthesis in ring doves: effects of increased tryptophan ingestion,NULL,Garau et al.,NULL,2006,Exp Gerontol,41,40-48,NULL,NULL,0
410,16887748,Comparative study of the activity/rest rhythms in young and old ringdove (Streptopelia risoria): correlation with serum levels of melatonin and serotonin,NULL,Paredes et al.,NULL,2006,Chronobiol Int,23,779-793,NULL,NULL,0
409,16036339,"Melatonin, lipid peroxidation, and age in heterophils from the ring dove (Streptopelia risoria)",NULL,Terron et al.,NULL,2005,Free Radic Res,39,613-619,NULL,NULL,0
815,17052880,Cellular senescence in honey bee brain is largely independent of chronological age,NULL,Seehuus et al.,NULL,2006,Exp Gerontol,41,1117-1125,NULL,NULL,0
812,17446027,Extended longevity of queen honey bees compared to workers is associated with peroxidation-resistant membranes,NULL,Haddad et al.,NULL,2007,Exp Gerontol,42,601-609,NULL,NULL,0
808,17976939,Cognitive aging is linked to social role in honey bees (Apis mellifera),NULL,Behrends et al.,NULL,2007,Exp Gerontol,42,1146-1153,NULL,NULL,0
806,17853990,Variation in endocrine signaling underlies variation in social life history,NULL,Amdam et al.,NULL,2007,Am Nat,170,37-46,NULL,NULL,0
805,17551589,The making of a queen: TOR pathway is a key player in diphenic caste development,NULL,Patel et al.,NULL,2007,PLoS ONE,2,e509,NULL,NULL,0
408,16418279,Reproductive protein protects functionally sterile honey bee workers from oxidative stress,NULL,Seehuus et al.,NULL,2006,Proc Natl Acad Sci U S A,103,962-967,NULL,NULL,0
407,16169181,Social reversal of immunosenescence in honey bee workers,NULL,Amdam et al.,NULL,2005,Exp Gerontol,40,939-947,NULL,NULL,0
63,15229347,Epigenetic regulation of aging in honeybee workers,NULL,Omholt and Amdam,NULL,2004,Sci Aging Knowledge Environ,2004,pe28,NULL,NULL,1
803,17894809,"Grandparent helpers: the adaptive significance of older, postdominant helpers in the Seychelles warbler",NULL,Richardson et al.,NULL,2007,Evolution,61,2790-2800,NULL,NULL,0
48,NULL,Influence of age on reproductive performance in the Seychelles warbler,NULL,Komdeur,NULL,1996,Behav Ecol Sociobiol,7,417-425,NULL,NULL,NULL
788,17651192,Heterozygosity-fitness correlations in a bottlenecked island species: a case study on the Seychelles warbler,NULL,Brouwer et al.,NULL,2007,Mol Ecol,16,3134-3144,NULL,NULL,0
748,17032364,The role of group size and environmental factors on survival in a cooperatively breeding tropical passerine,NULL,Brouwer et al.,NULL,2006,J Anim Ecol,75,1321-1329,NULL,NULL,0
49,NULL,The Bowhead Whale,NULL,John Burns et al.,"Society for Marine Mammalogy: Lawrence, KS",1993,NULL,NULL,NULL,NULL,NULL,NULL
142,NULL,The Complete Capuchin,NULL,Dorothy Fragaszy et al.,Cambridge University Press: Cambridge,2004,NULL,NULL,NULL,NULL,NULL,NULL
50,NULL,The Biology of the Naked Mole-Rat,NULL,Paul Sherman et al.,Princeton University Press: Princeton,1991,NULL,NULL,NULL,NULL,NULL,NULL
741,17689041,Regulation of life history determines lifespan of worker honey bees (Apis mellifera L.),NULL,Rueppell et al.,NULL,2007,Exp Gerontol,42,1020-1032,NULL,NULL,0
414,16358576,A long-lived parasite extending the host life span: the pearl mussel Margaritifera margaritifera elongates host life by turns out the program of accelerated senescence in salmon Salmo salar,NULL,Ziuganov,NULL,2005,Dokl Biol Sci,403,291-294,NULL,NULL,0
406,NULL,Primate Aging Database (PAD),https://primatedatabase.org/,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,NULL,Reduced reproductive performance prior to death in the Black-legged Kittiwake: senescence or terminal illness?,NULL,Coulson and Fairweather,NULL,2001,J Avian Biol,32,146-152,NULL,NULL,NULL
804,17985946,Immunoproteasome in Macaca fascicularis: no age-dependent modification of abundance and activity in the brain and insight into an in silico structural model,NULL,Bellavista et al.,NULL,2008,Rejuvenation Res,11,73-82,NULL,NULL,0
824,18341428,Cerebral amyloid-Beta protein accumulation with aging in cotton-top tamarins: a model of early Alzheimer's disease?,NULL,Lemere et al.,NULL,2008,Rejuvenation Res,11,321-332,NULL,NULL,0
825,18328003,Selective decline of the metabolic competence of oversized synaptic mitochondria in the old monkey cerebellum,NULL,Bertoni-Freddari et al.,NULL,2008,Rejuvenation Res,11,387-391,NULL,NULL,0
826,17183154,Calorie restriction attenuates Alzheimer's disease type brain amyloidosis in Squirrel monkeys (Saimiri sciureus),NULL,Qin et al.,NULL,2006,J Alzheimers Dis,10,417-422,NULL,NULL,0
827,17939353,Tooth wear in captive giraffes (Giraffa camelopardalis): mesowear analysis classifies free-ranging specimens as browsers but captive ones as grazers,NULL,Clauss et al.,NULL,2007,J Zoo Wildl Med,38,433-445,NULL,NULL,0
828,18339900,Nutritional control of reproductive status in honeybees via DNA methylation,NULL,Kucharski et al.,NULL,2008,Science,319,1827-1830,NULL,NULL,0
829,18484411,Imperceptible senescence: Ageing in the ocean quahog Arctica islandica,NULL,Abele et al.,NULL,2008,Free Radic Res,42,474-480,NULL,NULL,0
830,18342467,Age and natural metabolically-intensive behavior affect oxidative stress and antioxidant mechanisms,NULL,Williams et al.,NULL,2008,Exp Gerontol,43,538-549,NULL,NULL,0
831,18479865,"Age, caste, and behavior determine the replicative activity of intestinal stem cells in honeybees (Apis mellifera L.)",NULL,Ward et al.,NULL,2008,Exp Gerontol,43,530-537,NULL,NULL,0
